u,v,osmid,lanes,name,maxspeed,length,geometry,highway
16174228,5314587051,550228516,1,Linhartova cesta,50,75.781,"LINESTRING (14.5262049 46.066782, 14.5261902 46.0667638, 14.5261722 46.0667472, 14.5261541 46.0667296, 14.5261343 46.0667118, 14.5261142 46.0666968, 14.5260916 46.0666823, 14.5260313 46.0666489, 14.5260012 46.0666338, 14.5259689 46.0666195, 14.5259058 46.0665954, 14.5258412 46.0665736, 14.5257799 46.0665558, 14.5253734 46.0664475)",primary
16174228,2972697221,918808616,3,Rondo Žale,40,30.823,"LINESTRING (14.5262049 46.066782, 14.5262012 46.066755, 14.5262008 46.0667256, 14.5262037 46.0666987, 14.5262104 46.0666688, 14.5262199 46.0666434, 14.5262277 46.0666259, 14.526245 46.0666003, 14.5262591 46.0665803, 14.52628 46.0665577, 14.5262983 46.0665407, 14.5263171 46.0665252)",primary
16174287,28786871,"[4826385, 4826386]",3,"['Dolgi most', 'Južna obvoznica']",130,533.1070000000001,"LINESTRING (14.4558573 46.0368921, 14.4562552 46.0368157, 14.4576055 46.0365675, 14.4587224 46.0363668, 14.4591327 46.0362917, 14.4595555 46.036209, 14.4600478 46.036111, 14.4604952 46.0360169, 14.4613848 46.0358165, 14.4618251 46.0357105, 14.4624822 46.0355463)",motorway
16174351,20274505,"[294340897, 6004226, 5247588, 5247589, 53764139, 6080174, 6080175, 6080142, 342786737, 6004244, 53764151, 342755864]",2.5,"['Predor Golovec', 'Vzhodna obvoznica', 'Viadukt Bizovik', 'Galerija Strmec']",103.33333333333333,3016.1150000000002,"LINESTRING (14.5582594 46.0161814, 14.5582922 46.0162803, 14.5583444 46.0163939, 14.5584122 46.016549, 14.5584846 46.0167025, 14.5585643 46.0168548, 14.5586504 46.0170079, 14.5587366 46.0171503, 14.5588334 46.0172967, 14.5589356 46.0174428, 14.5590451 46.0175962, 14.5591811 46.0177511, 14.559441 46.0180414, 14.5597694 46.0183692, 14.5601391 46.0187466, 14.5605612 46.0191594, 14.5611624 46.0196332, 14.5620257 46.0202517, 14.5627915 46.0208776, 14.5632674 46.0212648, 14.5636631 46.0216602, 14.5639121 46.0219036, 14.5641699 46.0221698, 14.5644233 46.0224394, 14.5647204 46.022769, 14.564912 46.0229917, 14.5651438 46.0232677, 14.5653655 46.0235443, 14.5655927 46.0238399, 14.5657588 46.0240671, 14.5658577 46.0242042, 14.5660146 46.0244269, 14.5662104 46.0247182, 14.5663972 46.0250116, 14.5665477 46.0252548, 14.5667238 46.025556, 14.5672295 46.0264561, 14.5678118 46.0275048, 14.5684708 46.0286935, 14.56941 46.0303778, 14.5700923 46.0316068, 14.5702593 46.0319075, 14.5704257 46.032207, 14.5705909 46.032504, 14.570759 46.0328056, 14.5709278 46.0331042, 14.5710983 46.0334037, 14.5712718 46.0336999, 14.5713627 46.0338513, 14.5715469 46.0341446, 14.5718393 46.034581, 14.5720472 46.0348727, 14.5722606 46.0351573, 14.5724828 46.035439, 14.5727163 46.0357195, 14.5730324 46.0360805, 14.5733182 46.0363948, 14.5747758 46.0379721, 14.5750964 46.0383505, 14.575194 46.0384722, 14.5752837 46.038589, 14.5754669 46.0388342, 14.5756802 46.0391543, 14.575862 46.0394546, 14.5760254 46.0397528, 14.5761716 46.0400584)",motorway
16174409,26408436,"[342755874, 342755870, 342755871]",3.0,nan,100,530.504,"LINESTRING (14.5755001 46.064448, 14.5751757 46.0634717, 14.574925 46.0627254, 14.5747514 46.0622076, 14.574547 46.0615883, 14.5743616 46.0610054, 14.5742571 46.060694, 14.5741656 46.0603934, 14.573995 46.0597931)",motorway
16174413,248071904,"[284697305, 284697307, 4341653, 342755799]",3.5,nan,115.0,1002.6289999999999,"LINESTRING (14.5786357 46.0725109, 14.5792769 46.0740179, 14.5796065 46.0747702, 14.5801686 46.076019, 14.5814645 46.0789493, 14.5824362 46.0811336)",motorway
16179322,1631431654,"[978865482, 1094581964, 877901487, 150211100, 150211102]",2.5,Topniška ulica,60,320.59700000000004,"LINESTRING (14.5154477 46.0670163, 14.5156238 46.0669873, 14.5157536 46.0669599, 14.515899 46.0669229, 14.5160178 46.0668866, 14.5162147 46.0668164, 14.5163058 46.0667818, 14.516355 46.0667623, 14.5164206 46.0667331, 14.5164833 46.0667035, 14.5165465 46.066672, 14.5166152 46.0666368, 14.5167153 46.0665798, 14.5167787 46.0665422, 14.5168496 46.0664955, 14.5169378 46.0664345, 14.5170098 46.0663799, 14.517059 46.0663405, 14.517106 46.0663021, 14.5171571 46.0662556, 14.5171961 46.0662191, 14.5172472 46.0661677, 14.5172867 46.066125, 14.5173283 46.0660783, 14.5173672 46.0660325, 14.5174067 46.065982, 14.5174526 46.0659195, 14.5175072 46.065836, 14.5175407 46.0657808, 14.5175999 46.0656734, 14.5176667 46.0655542, 14.5178477 46.0652198, 14.5178943 46.0651431, 14.5179269 46.0650894, 14.5180346 46.0649517)",secondary
16179322,16179330,"[1094563649, 1094581965, 1180611803, 192109780, 1097749531]",2.5,Vojkova cesta,50,493.267,"LINESTRING (14.5154477 46.0670163, 14.5155318 46.0671024, 14.5155779 46.0671547, 14.5156761 46.067265, 14.5158839 46.067502, 14.5160028 46.067637, 14.5166274 46.0683344, 14.5169336 46.0686762, 14.5170004 46.0687524, 14.5172439 46.0690276, 14.5175947 46.0694184, 14.5176302 46.0694586, 14.5176879 46.0695236, 14.5177414 46.0695827, 14.5178755 46.0697328, 14.5180932 46.0699755, 14.5184864 46.0704298, 14.5185064 46.0704534, 14.5186462 46.0706348, 14.5186911 46.0706932, 14.5187749 46.0708034)",tertiary
16179322,8554461499,"[150038953, 1094581966, 978863185, 978863186, 1180611517]",2.5,Vojkova cesta,50,400.0579999999999,"LINESTRING (14.5154477 46.0670163, 14.5154007 46.0669613, 14.5153206 46.0668722, 14.5152909 46.0668392, 14.5151564 46.0666898, 14.5150836 46.0666091, 14.5144949 46.0659561, 14.5144303 46.0658821, 14.5140249 46.0654311, 14.5139206 46.0653151, 14.5138068 46.0651876, 14.513629 46.0649904, 14.513556 46.0649095, 14.5134892 46.064835, 14.5132487 46.0645667, 14.5131656 46.0644753, 14.5131299 46.0644345, 14.5131033 46.0644059, 14.5130426 46.0643263, 14.512985 46.0642443, 14.5129607 46.0641849, 14.5129428 46.0641318, 14.5129327 46.0640736, 14.512928 46.0640274, 14.5129148 46.0639082)",tertiary
16179322,16179331,"[192109779, 865073780, 117270286, 1094581967]",2.5,Topniška ulica,60,360.80899999999997,"LINESTRING (14.5154477 46.0670163, 14.5153301 46.0670356, 14.5151806 46.0670626, 14.5147886 46.0671333, 14.514318 46.0672183, 14.5142973 46.0672221, 14.5142636 46.0672283, 14.5141752 46.0672446, 14.5140744 46.0672632, 14.513663 46.0673355, 14.5136416 46.0673393, 14.513161 46.0674236, 14.5128021 46.0674866, 14.5127311 46.0674985, 14.512579 46.0675258, 14.5123809 46.0675605, 14.5123294 46.0675692, 14.51171 46.0676747, 14.5114124 46.0677287, 14.5109169 46.0678205)",secondary
16179330,8530195655,4565543,2,Kranjčeva ulica,50,496.895,"LINESTRING (14.5187749 46.0708034, 14.519028 46.0707784, 14.5190994 46.0707714, 14.519798 46.0707026, 14.5203385 46.0706456, 14.5205561 46.070618, 14.5207482 46.0705933, 14.5225718 46.0703559, 14.5227489 46.0703327, 14.5233329 46.0702599, 14.5240487 46.0701667, 14.5241989 46.0701482, 14.5251169 46.0700265)",tertiary
16179330,8554527986,"[921408324, 865475816, 865042634, 863359405, 4881595, 690284990]",2.5,Dimičeva ulica,50,621.783,"LINESTRING (14.5187749 46.0708034, 14.5185329 46.0708267, 14.518421 46.0708375, 14.5177126 46.0709058, 14.5170832 46.0709666, 14.5155792 46.0711117, 14.5154121 46.0711278, 14.5153183 46.0711369, 14.5144769 46.0712181, 14.5140323 46.071261, 14.513981 46.0712659, 14.5138877 46.0712749, 14.5132 46.0713413, 14.5122491 46.0714328, 14.5122217 46.0714357, 14.5121407 46.0714435, 14.5113867 46.0715162, 14.5110644 46.0715473, 14.5109475 46.0715586, 14.5107919 46.071575)",tertiary
16179330,26450660,"[1103132931, 865076163, 1096407371, 1096407372, 867525998, 867525999, 1006791221, 1006791225, 865076159]",2.5,Vojkova cesta,40,561.243,"LINESTRING (14.5187749 46.0708034, 14.5188711 46.0709614, 14.5188944 46.0710098, 14.5189534 46.0711321, 14.519028 46.0712902, 14.5190904 46.0714486, 14.5191314 46.0715916, 14.519147 46.0716561, 14.5191688 46.0717635, 14.5191952 46.0719367, 14.5192133 46.0721023, 14.5192316 46.0723291, 14.5192425 46.0724487, 14.5192577 46.072632, 14.5192823 46.0729965, 14.5193084 46.0732802, 14.5193181 46.0733526, 14.5193255 46.0734055, 14.5193441 46.0735731, 14.5193566 46.073724, 14.5193608 46.0739473, 14.519381 46.0742933, 14.5193899 46.074445, 14.5194049 46.0746206, 14.5194475 46.0751202, 14.5194831 46.0754897, 14.5194931 46.0755872, 14.5194985 46.0756395, 14.5195132 46.0758014)",tertiary
16179330,16179322,"[1094563649, 1094581965, 1180611803, 192109780, 1097749531]",2.5,Vojkova cesta,50,493.26699999999994,"LINESTRING (14.5187749 46.0708034, 14.5186911 46.0706932, 14.5186462 46.0706348, 14.5185064 46.0704534, 14.5184864 46.0704298, 14.5180932 46.0699755, 14.5178755 46.0697328, 14.5177414 46.0695827, 14.5176879 46.0695236, 14.5176302 46.0694586, 14.5175947 46.0694184, 14.5172439 46.0690276, 14.5170004 46.0687524, 14.5169336 46.0686762, 14.5166274 46.0683344, 14.5160028 46.067637, 14.5158839 46.067502, 14.5156761 46.067265, 14.5155779 46.0671547, 14.5155318 46.0671024, 14.5154477 46.0670163)",tertiary
16179331,1631431651,39603609,2,Topniška ulica,60,32.09,"LINESTRING (14.5109169 46.0678205, 14.5107858 46.0678634, 14.5107065 46.0678919, 14.5106276 46.0679253, 14.5105557 46.067962)",secondary
16179331,16179322,"[192109779, 865073780, 117270286, 1094581967]",2.5,Topniška ulica,60,360.8090000000001,"LINESTRING (14.5109169 46.0678205, 14.5114124 46.0677287, 14.51171 46.0676747, 14.5123294 46.0675692, 14.5123809 46.0675605, 14.512579 46.0675258, 14.5127311 46.0674985, 14.5128021 46.0674866, 14.513161 46.0674236, 14.5136416 46.0673393, 14.513663 46.0673355, 14.5140744 46.0672632, 14.5141752 46.0672446, 14.5142636 46.0672283, 14.5142973 46.0672221, 14.514318 46.0672183, 14.5147886 46.0671333, 14.5151806 46.0670626, 14.5153301 46.0670356, 14.5154477 46.0670163)",secondary
16179368,8493842241,"[150154692, 927831668, 927831670]",2.5,Prešernova cesta,50,225.032,"LINESTRING (14.4977025 46.04982, 14.4977663 46.049937, 14.4977948 46.049986, 14.497969 46.0503235, 14.4981055 46.0505866, 14.4981441 46.0506559, 14.4982916 46.0509294, 14.4983731 46.0510803, 14.4984418 46.051212, 14.4986301 46.0515787, 14.4986492 46.0516159, 14.4987022 46.051721)",secondary
16179368,8561847206,"[243129121, 1115598962, 1115594867, 1115594868, 927831671]",2.5,Prešernova cesta,50,308.881,"LINESTRING (14.4977025 46.04982, 14.4976661 46.0497566, 14.4976336 46.0496961, 14.4975642 46.049574, 14.4974792 46.0494234, 14.4974511 46.0493756, 14.4973931 46.0492773, 14.4973105 46.0491374, 14.4972573 46.0490454, 14.4972361 46.0490113, 14.4972156 46.0489766, 14.4970858 46.048756, 14.4969774 46.0485721, 14.4969102 46.0484579, 14.496862 46.048376, 14.4968331 46.048327, 14.4965969 46.0479259, 14.4965177 46.0477859, 14.4964664 46.0476953, 14.4964402 46.0476505, 14.4962862 46.0473974, 14.49625 46.0473409, 14.4961964 46.0472465)",secondary
16179368,26458504,"[1031842081, 1031842082, 150154696, 4344105, 606944439]",2,"['Erjavčeva cesta', 'Cesta 27. aprila']",50,439.963,"LINESTRING (14.4977025 46.04982, 14.4976081 46.049843, 14.4975803 46.0498497, 14.4975322 46.0498629, 14.4971955 46.049959, 14.49712 46.0499798, 14.4967682 46.0500814, 14.4967142 46.0500969, 14.4966539 46.0501145, 14.4961891 46.0502567, 14.4958164 46.0503812, 14.4954177 46.0505249, 14.4949228 46.0507152, 14.4947202 46.0507969, 14.4943862 46.0509362, 14.4939125 46.0511444, 14.4936696 46.0512502, 14.4934216 46.0513508, 14.493138 46.0514551, 14.4930031 46.0514955, 14.4928454 46.0515343, 14.4926155 46.05158)",secondary
16179400,5282439062,"[7974624, 1158838817, 1158838818, 1158838819, 865069129, 1186504442]",4.0,Kajuhova ulica,60,332.31600000000003,"LINESTRING (14.5369412 46.0641466, 14.5370239 46.0640687, 14.5371083 46.0639784, 14.537247 46.0638051, 14.5374937 46.063465, 14.5376143 46.0632988, 14.5379484 46.0628641, 14.538233 46.0624733, 14.5384254 46.0622083, 14.5385854 46.0619881, 14.5387539 46.0617653, 14.5389466 46.0615038)",secondary
16179400,16174204,"[1186504450, 884371426, 1193011436, 1193011437, 1193011438, 1186500655, 1193011439, 1186500657, 1186500658, 996702578, 180288654, 925519503, 1186504441]",3,Kajuhova ulica,60,397.4169999999999,"LINESTRING (14.5369412 46.0641466, 14.5368258 46.0642485, 14.5367604 46.0643073, 14.5367244 46.0643396, 14.5366251 46.0644244, 14.5363703 46.0646467, 14.5355844 46.0653324, 14.5355193 46.0653892, 14.5354779 46.0654248, 14.5350454 46.0657966, 14.5346879 46.066104, 14.5343471 46.0663886, 14.5342469 46.066471, 14.5341416 46.0665577, 14.5340987 46.0665931, 14.5340501 46.0666335, 14.5338869 46.0667684, 14.5338408 46.0668092, 14.5337912 46.0668534, 14.5337048 46.0669269)",secondary
16179400,26460540,"[977620640, 977620641, 7391750, 1186504443, 1186504444, 977620639]",2.5,Kavčičeva ulica,50,441.4869999999999,"LINESTRING (14.5369412 46.0641466, 14.5367926 46.0641168, 14.5366071 46.0640901, 14.5365373 46.0640801, 14.5358439 46.0639804, 14.5345479 46.0637891, 14.5339438 46.0636999, 14.5338006 46.0636787, 14.5323957 46.0634801, 14.5321947 46.0634452, 14.5320428 46.0634036, 14.5319396 46.0633678, 14.5318427 46.0633339, 14.5316747 46.0632492, 14.5316202 46.0632234, 14.5315653 46.0631973, 14.5314487 46.063142)",tertiary
16179414,8572991974,42693239,1,Kajuhova ulica,50,11.708,"LINESTRING (14.5407621 46.0558545, 14.5407829 46.0559588)",secondary
16179414,30486662,"[1041224832, 259248683, 977640211, 977640213, 42693241, 1041224831]",2.5,Zaloška cesta,60,747.464,"LINESTRING (14.5407621 46.0558545, 14.5409565 46.0558565, 14.5413859 46.0558664, 14.5417651 46.0558881, 14.542386 46.0559276, 14.5426414 46.0559407, 14.5429585 46.0559553, 14.54401 46.0559876, 14.5446165 46.0560085, 14.5447065 46.0560117, 14.5449551 46.0560136, 14.5452148 46.0560184, 14.5455447 46.0560243, 14.5459517 46.0560383, 14.5461872 46.0560601, 14.5463122 46.0560652, 14.5472049 46.0560716, 14.5479293 46.0560784, 14.5485181 46.0560826, 14.5491996 46.0560863, 14.549521 46.0560847, 14.5500615 46.0560865, 14.5501549 46.056087, 14.550438 46.0560814)",primary
16179419,1642106828,"[38913120, 160682785, 996925355, 151559245, 933407086, 995313686, 38999640, 983030751]",2.5,Kajuhova ulica,60,395.3859999999999,"LINESTRING (14.539049 46.0517969, 14.5390748 46.0516886, 14.5392433 46.051283, 14.5392768 46.0511946, 14.5392944 46.0511311, 14.5393082 46.0510427, 14.5393103 46.0509666, 14.5393053 46.0508925, 14.5392918 46.0508173, 14.5392644 46.0507228, 14.5392404 46.050661, 14.5392131 46.0505963, 14.5391672 46.0505065, 14.539123 46.0504346, 14.5390472 46.0503312, 14.5389338 46.0502012, 14.5388418 46.0500999, 14.5387508 46.0499952, 14.5386835 46.0499017, 14.5386576 46.0498593, 14.5386501 46.049847, 14.5386237 46.0498038, 14.5385847 46.0497301, 14.5385428 46.0496414, 14.53849 46.0495007, 14.5384543 46.0493614, 14.5384447 46.0492695, 14.5384337 46.0491687, 14.5384233 46.0487979, 14.5384169 46.0485396, 14.5384132 46.0483901)",secondary
16179419,50825110,"[992808842, 6143660, 992811727, 933407087, 933407089, 933407090, 995313691, 4391068, 39773342]",3.0,Kajuhova ulica,50,420.05899999999997,"LINESTRING (14.539049 46.0517969, 14.5390298 46.0519578, 14.539017 46.0520817, 14.5390134 46.0521678, 14.5390184 46.0522966, 14.539023 46.0523576, 14.5390276 46.0524187, 14.5390567 46.0525396, 14.5390881 46.0526229, 14.5391292 46.0527034, 14.5391629 46.0527618, 14.5392409 46.0528735, 14.5396961 46.0534843, 14.5397236 46.0535212, 14.5399323 46.0537967, 14.5400081 46.0539002, 14.5400856 46.0540211, 14.5401588 46.0541485, 14.5402257 46.0542811, 14.5403048 46.0544763, 14.5404304 46.0547939, 14.5404756 46.054936, 14.5405285 46.0551065, 14.5405648 46.0552347, 14.5405994 46.0553568)",secondary
16179419,1829597776,"[1091901168, 992750241, 992750242, 995313692]",2,Povšetova ulica,50,767.006,"LINESTRING (14.539049 46.0517969, 14.5389067 46.0518438, 14.5388468 46.0518635, 14.5386434 46.0519298, 14.5385367 46.0519642, 14.5384497 46.0519929, 14.5379218 46.0521648, 14.5374462 46.0523202, 14.5368337 46.0525205, 14.5366973 46.0525645, 14.5365527 46.0526117, 14.5360575 46.0527738, 14.5359603 46.0528056, 14.5358428 46.0528428, 14.5356567 46.0529035, 14.535069 46.0530958, 14.5350298 46.0531078, 14.5349463 46.0531352, 14.5347314 46.0532047, 14.5340945 46.0534117, 14.5340269 46.0534293, 14.533987 46.0534366, 14.5339285 46.0534391, 14.5338926 46.0534361, 14.5337863 46.0534135, 14.5337016 46.0533904, 14.5335345 46.0533518, 14.5334421 46.0533284, 14.5331701 46.0532596, 14.5330358 46.0532231, 14.5329029 46.0531804, 14.5327671 46.0531296, 14.5326451 46.0530829, 14.532536 46.0530321, 14.5324623 46.052992, 14.5323429 46.0529304, 14.5320889 46.0527994, 14.5320076 46.0527567, 14.531938 46.0527224, 14.5314848 46.0524908, 14.5308512 46.0521718, 14.5306212 46.0520569, 14.5304772 46.0519929, 14.5302847 46.0519063)",tertiary
16179426,1642106821,184498031,3,Litijska cesta,50,41.325,"LINESTRING (14.5384529 46.0479898, 14.5383081 46.0479818, 14.5382215 46.0479771, 14.5379189 46.0479623)",secondary
16179426,1642106828,"[888263756, 882162534]",2,Kajuhova ulica,60,44.618,"LINESTRING (14.5384529 46.0479898, 14.5384432 46.0480808, 14.5384364 46.0481338, 14.5384132 46.0483901)",secondary
16179426,16179429,"[980650469, 882143528, 980648556, 878943249, 996926611, 38913119]",2.5,Litijska cesta,50,353.592,"LINESTRING (14.5384529 46.0479898, 14.538603 46.0479981, 14.5386795 46.0480023, 14.5394507 46.0480222, 14.5399406 46.0480284, 14.5402056 46.0480277, 14.5404072 46.0480247, 14.540754 46.0480135, 14.5410846 46.047996, 14.5413967 46.0479756, 14.5417418 46.0479492, 14.5418613 46.0479391, 14.5422689 46.047906, 14.5427324 46.0478578, 14.5428138 46.0478484, 14.5430165 46.047829)",secondary
16179429,16179426,"[980650469, 882143528, 980648556, 878943249, 996926611, 38913119]",2.5,Litijska cesta,50,353.592,"LINESTRING (14.5430165 46.047829, 14.5428138 46.0478484, 14.5427324 46.0478578, 14.5422689 46.047906, 14.5418613 46.0479391, 14.5417418 46.0479492, 14.5413967 46.0479756, 14.5410846 46.047996, 14.540754 46.0480135, 14.5404072 46.0480247, 14.5402056 46.0480277, 14.5399406 46.0480284, 14.5394507 46.0480222, 14.5386795 46.0480023, 14.538603 46.0479981, 14.5384529 46.0479898)",secondary
16179429,5219908847,"[6144045, 980650813, 980650927]",2.5,Parmska cesta,30,745.783,"LINESTRING (14.5430165 46.047829, 14.5430142 46.0479587, 14.5430135 46.0480123, 14.5430102 46.048513, 14.5430071 46.0486307, 14.5430072 46.0487916, 14.5430107 46.0489038, 14.5430193 46.0490421, 14.5430269 46.0491539, 14.5430617 46.0494987, 14.5430741 46.0496374, 14.5431198 46.0500749, 14.5431282 46.0502048, 14.5431348 46.0503297, 14.543137 46.0504328, 14.5431374 46.0505621, 14.5431374 46.0506804, 14.5431353 46.0508084, 14.5431287 46.0514614, 14.5431286 46.0515441, 14.5431246 46.0520456, 14.5431175 46.0528073, 14.5431172 46.053092, 14.543116 46.053344, 14.5431123 46.0534768, 14.543112 46.0535956, 14.5431139 46.0536221, 14.5431227 46.0536471, 14.5431353 46.0536665, 14.5431524 46.0536863, 14.5431895 46.053714, 14.5432363 46.0537406, 14.5432648 46.053749, 14.5432931 46.0537546, 14.5433316 46.0537566, 14.5433802 46.0537573, 14.5443292 46.0537665)",tertiary
16179429,2973912038,"[844065792, 294038887, 845938955, 845938956, 39912203, 980650926, 61588594, 61588600, 844065788, 844065789, 844065790]",2,Hruševska cesta,35.0,2426.2610000000004,"LINESTRING (14.5430165 46.047829, 14.5430205 46.0477362, 14.5430207 46.047693, 14.5430231 46.0476523, 14.5430295 46.0475665, 14.5430592 46.0471961, 14.5430782 46.0470815, 14.5431091 46.0469825, 14.543146 46.0468802, 14.543209 46.0467515, 14.5432886 46.0466229, 14.5434169 46.0464587, 14.5436059 46.0462616, 14.5437234 46.0461596, 14.5439517 46.0459935, 14.5444211 46.0457032, 14.5449279 46.045428, 14.5454483 46.0451778, 14.5455089 46.0451485, 14.5456109 46.0450985, 14.545682 46.0450692, 14.5457445 46.0450472, 14.5458108 46.0450278, 14.5458914 46.0450063, 14.5459658 46.0449895, 14.546064 46.0449747, 14.5461274 46.0449667, 14.5461961 46.044955, 14.5462691 46.0449384, 14.5463528 46.0449123, 14.5464405 46.0448818, 14.546522 46.0448438, 14.5466468 46.0447838, 14.5468153 46.0446907, 14.5470915 46.0445378, 14.5473356 46.0444002, 14.5474953 46.044311, 14.547632 46.0442349, 14.5477339 46.0441821, 14.5478404 46.0441316, 14.5479431 46.0440869, 14.5480296 46.044052, 14.5481955 46.0439916, 14.548476 46.0438974, 14.5489217 46.0437604, 14.5495143 46.0436439, 14.5500909 46.0435509, 14.5504314 46.0435206, 14.5508075 46.043487, 14.5515039 46.0434654, 14.5517856 46.0434298, 14.5520427 46.0433616, 14.5522787 46.0432572, 14.5524133 46.0431796, 14.5525817 46.043061, 14.5528995 46.0428679, 14.5530392 46.0428025, 14.5532326 46.0427433, 14.553625 46.0426539, 14.5539627 46.0425017, 14.5542556 46.0423035, 14.5546276 46.0420589, 14.5547296 46.0419942, 14.5555007 46.0415104, 14.555752 46.0413425, 14.5557844 46.0413193, 14.5558292 46.0412871, 14.5560598 46.0411295, 14.5563345 46.0409267, 14.5564389 46.0408554, 14.5566762 46.0407433, 14.5571868 46.0406585, 14.5576832 46.0405895, 14.5579939 46.0405424, 14.5581444 46.0405492, 14.5584939 46.0405813, 14.5586403 46.0405862, 14.5587634 46.040577, 14.5589096 46.0405565, 14.5594462 46.0403668, 14.5595522 46.0403446, 14.5598641 46.0402791, 14.5604102 46.0402043, 14.5609503 46.0401304, 14.5622371 46.039963, 14.5633064 46.0398546, 14.5640329 46.03975, 14.5649428 46.0395677, 14.5652739 46.0394891, 14.5656786 46.0394035, 14.5659723 46.0393397, 14.5662942 46.0392796, 14.5666827 46.0392274, 14.5673375 46.0392203, 14.5677518 46.0392163, 14.5683911 46.0392043, 14.5685109 46.0391981, 14.5687966 46.039182, 14.5690667 46.0391371, 14.5693532 46.0390688, 14.5696694 46.038988)",tertiary
16179429,49369723,"[980651042, 980652132, 38913129, 1006284692, 1006284693, 1006285879, 1006285880]",2.5,Litijska cesta,60,386.7749999999999,"LINESTRING (14.5430165 46.047829, 14.5432207 46.0478084, 14.5432957 46.0478035, 14.5441706 46.0477357, 14.5442341 46.0477306, 14.5444986 46.0477118, 14.5453457 46.0476447, 14.5458753 46.0476044, 14.5461921 46.0475792, 14.5463929 46.0475658, 14.546575 46.0475576, 14.5467815 46.0475458, 14.5477584 46.0474723, 14.5478303 46.0474666, 14.5479976 46.0474493)",secondary
16179463,3168140934,"[279358544, 1195011913, 1195011912, 1195011910]",2.5,Šišenska cesta,50,280.641,"LINESTRING (14.4796648 46.0703918, 14.4796182 46.0703468, 14.4794319 46.0701755, 14.4793554 46.0701026, 14.4793313 46.0700808, 14.4791232 46.0698925, 14.4783936 46.0692325, 14.4780019 46.0688813, 14.4778401 46.0687361, 14.4777568 46.0686614, 14.4775661 46.0685276, 14.4775134 46.0684906, 14.477407 46.068416)",secondary
16179463,1653007113,"[1218945408, 1195011905, 986485346, 986485347, 152483352]",2.5,Šišenska cesta,50,562.64,"LINESTRING (14.4796648 46.0703918, 14.4797147 46.070441, 14.4800912 46.0708209, 14.4801556 46.0708899, 14.480245 46.0709856, 14.480405 46.0711399, 14.480447 46.0711798, 14.4807646 46.071458, 14.4816566 46.0722228, 14.4817381 46.0722927, 14.4819222 46.0724507, 14.4822464 46.072727, 14.4824111 46.0728674, 14.4825218 46.0729621, 14.4828737 46.0732632, 14.4829186 46.0732973, 14.4830014 46.0733548, 14.4830789 46.0733984, 14.483144 46.0734294, 14.4832238 46.0734634, 14.4833291 46.0735008, 14.4834587 46.0735373, 14.4835528 46.0735551, 14.4836474 46.0735682, 14.4840095 46.0735872, 14.4843464 46.0736061, 14.484789 46.0736289)",secondary
16179463,2964579218,"[1218945409, 53600875, 986481301, 986481302, 1061193084, 1061193085]",2.5,Vodnikova cesta,30,760.5039999999997,"LINESTRING (14.4796648 46.0703918, 14.4795354 46.0704434, 14.4793866 46.0705066, 14.4791253 46.0706273, 14.4788396 46.0707641, 14.4786784 46.0708515, 14.4785128 46.0709516, 14.4783198 46.0710829, 14.4782135 46.0711584, 14.4781256 46.071225, 14.4779136 46.0714046, 14.477727 46.0715787, 14.4776032 46.0717087, 14.4775202 46.0718046, 14.477509 46.0718176, 14.4774573 46.0718776, 14.477385 46.0719684, 14.4772585 46.0721541, 14.4770444 46.0724619, 14.4769054 46.0726628, 14.4767578 46.072883, 14.4765125 46.0732438, 14.4764585 46.0733203, 14.4763668 46.073457, 14.4763183 46.0735285, 14.4761881 46.0737193, 14.4761497 46.0737756, 14.476051 46.0739163, 14.4759898 46.0740092, 14.4759344 46.0740882, 14.4759187 46.0741106, 14.4758078 46.074261, 14.4756977 46.0743993, 14.4756345 46.0744768, 14.4756037 46.0745144, 14.4755328 46.0745934, 14.4753961 46.0747383, 14.4751739 46.0749625, 14.4749595 46.0751616, 14.4747589 46.0753472, 14.4744649 46.0756203, 14.4743163 46.0757574, 14.474131 46.0759247)",tertiary
